title,year,plot,genre
Sakartvelo,2023,"Famous Show Director from Las Vegas Steven Leroy gets video link of the Kartvelian sword fighting dance from his daughter Mirrey. It makes him so impressed, that decides to leave Vegas, come to Sakartvelo and create an unforgettable show.",Musical
King Street,2023,After 5 years in prison Ramone King wants his streets back but things have changed since he ran the dope game.,Action
Tin & Tina,2023,"After a tragic miscarriage, Lola and her husband Adolfo adopt Tin and Tina, a lovely brother and sister with an ultra-catholic education that makes them interpret Holy Bible verbatim.",Horror
Winter in LA,2023,"A family of three, a Turkish man, a Korean woman, and her mother with Alzheimer's disease struggle to stay together when the couple's third IVF attempt fails and the tension peaks at home. Meanwhile, the husband develops a new romantic interest, a young French entrepreneur. He uses every fight at home as an excuse to leave for his new lover, and his final excuse further complicates the situation. The couple's conscience and the very core of who they are will be tested.",Drama
One Way Out,2023,"Looking for a distraction after an unexpected breakup, a young woman enlists the company of her best friends for a much-needed getaway, but when terrorized by two mysterious men, they soon find themselves fighting to stay alive.",Thriller
The Creepy Witch,2023,"Jasper Jackson, a young boy from a fishing village, risks his life to save the Stoneland's kingdom and its princess, Sophie Williams, possessed by the cruel witch Helena Minerva.",Animation
Satan's Grotto,2023,A skeptical young woman spends Christmas day inside a supposedly haunted Santa's grotto.,Horror
The Chronicles of Umro Ayyar,2023,"An adventurous tale set in a fantasy land with enchanting characters inspired by the folklore of Tilism e Hosh Ruba, ""The Chronicles of Umro Ayyar"" is an animated movie presented by Ingenuity Productions set to release in 2023.",Animation
Asfixiados,2023,"A couple who have been married for twenty years decide to take a sailing trip to reignite the passion, accompanied by a friend and his new girlfriend. During the voyage, a storm breaks out and the sailboat is adrift.",Comedy
Mickey Hardaway,2023,A young sketch artist agrees to a in-house therapy session with a well renowned psychiatrist as his life begins sprawling out of control after years of physical and verbal abuse has finally taken a toll on him.,Drama
Yedinitsa Montevideo,2023,"A talented doctor after the death of his wife is experiencing psychological trauma, as a result of which he loses his voice, and soon ends up in prison. He has a daughter and granddaughter, for the sake of which a man must find the strength to turn the tide.",Drama
The Have Not,2023,"After a failed relationship, a deadbeat man tries to live off the land in a beach town on Long Island.",Drama
The Stories of Us,2023,"Prolific Hollywood producer Monica Levinson brings a camera home to capture the love, acceptance, and hilarity that spontaneously combust whenever her Jewish American family gather 'round a table. Spanning 13 years, the ordinary is made extraordinary in the montage of tales she gathers about their shared history, integrity in the face of adversity, and legacy of togetherness. A luminous glow radiates throughout the film based on the family's enduring belief that they must pass on generational wisdom and honor the stories of their forefathers (l'dor v'dor).",Documentary
A Garden Eastward,2023,"When a pair of newlyweds fall on desperate times during the height of the California Gold Rush, the secretive bride draws her husband into a dangerous game of theft and deception in order to survive. As her criminal past is revealed and an old lover comes to track her down, their love is tested, and they find themselves fighting for their very lives.",Western
Dawn at Dominion,2023,"""A former bounty hunter successfully tracks a kidnapped woman, but they must survive a gauntlet of danger to make their way back home while confronting a developing affection for each other in spite of the consequences.""",Western
He's Behind You,2023,A pantomime dame goes on a killing spree,Horror
Paradigm 1053: Part One,2023,Dreams and reality converge as Orion begins to suspect his missing friend Dakota was taken for a higher purpose.,Drama
Craving,2023,"A group of drug addicts are besieged by a group of mysterious figures inside a rural bar. As withdrawal starts to set in, a secret one of them is carrying threatens to destroy them all.",Crime
Bigfoot Kills: A True Crime Documentary,2023,Three online bloggers vanished over the summer of 2013 in Wisconsin's isolated woodlands. This video was their final recording.,Comedy
The Last House of Horror,2023,The fraternity and sorority at Savageville University are stalked by two psychopaths on All Hallows' Eve.,Horror
Chicken Run: Dawn of the Nugget,2023,"After escaping from Tweedy's farm, Ginger and all the chickens living the dream in their peaceful island sanctuary, far from the dangers of the human world.",Animation
Невидимое,2023,Sam receives a call from Emily a nearly blind woman who is running from her murderous ex in the woods. She must survive the ordeal with Sam being her eyes using video call.,Horror
Save the Mothers,2023,"Rahul and Pooja, merely stepping into adulthood fall in love with each other and elope to evade resentment from Pooja's family. Born to an underprivileged family, Pooja's father denounces her when he gets the news of this sudden marriage. With this grief at heart, the newlyweds start off with their own family at Rahul's parents' place. After one year as Pooja gets pregnant, she comes to know that Rahul's parents are planning to conduct a sex determination test on the baby secretly. If the baby turns out to be a girl, they would dump her for good measures. Shocked at this and the ongoing hardship since Puja is made to work almost like a maid and also not allowed to study, she decides to abandon her husband and in-laws, hopes of a better future. In the mean time a person 'Shakun' who prefers to have sex with both dead and alive women is introduced in a parallel timeline. So the treacherous phase for Pooja begins where a woman and her newly born girl child explore their lives through the abusive patriarchal terrains of life eventually ending up in the hands of 'Shakun' leading to a tragedy.",Drama
